Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[strain]	Characteristics[cell type]	Characteristics[sex]	Characteristics[growth condition]	Characteristics[disease]	Characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[growth condition]
Sample 1	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	1	organism part	run 12	proteomic profiling by mass spectrometry	m02857.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02857.raw	1	12	TMT126	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 2	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	2	organism part	run 12	proteomic profiling by mass spectrometry	m02857.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02857.raw	1	12	TMT127N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 3	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	3	organism part	run 12	proteomic profiling by mass spectrometry	m02857.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02857.raw	1	12	TMT127C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 4	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	1	organism part	run 12	proteomic profiling by mass spectrometry	m02857.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02857.raw	1	12	TMT128N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 5	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	2	organism part	run 12	proteomic profiling by mass spectrometry	m02857.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02857.raw	1	12	TMT128C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 6	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	3	organism part	run 12	proteomic profiling by mass spectrometry	m02857.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02857.raw	1	12	TMT129N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 7	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	1	organism part	run 12	proteomic profiling by mass spectrometry	m02857.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02857.raw	1	12	TMT129C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 8	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	2	organism part	run 12	proteomic profiling by mass spectrometry	m02857.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02857.raw	1	12	TMT130N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 9	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	3	organism part	run 12	proteomic profiling by mass spectrometry	m02857.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02857.raw	1	12	TMT130C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 10	Saccharomyces cerevisiae	empty	not available	not available	empty	not available	not applicable	empty	not available	1	organism part	run 12	proteomic profiling by mass spectrometry	m02857.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02857.raw	1	12	TMT131	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	empty
Sample 1	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	1	organism part	run 13	proteomic profiling by mass spectrometry	m02859.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02859.raw	1	13	TMT126	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 2	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	2	organism part	run 13	proteomic profiling by mass spectrometry	m02859.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02859.raw	1	13	TMT127N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 3	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	3	organism part	run 13	proteomic profiling by mass spectrometry	m02859.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02859.raw	1	13	TMT127C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 4	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	1	organism part	run 13	proteomic profiling by mass spectrometry	m02859.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02859.raw	1	13	TMT128N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 5	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	2	organism part	run 13	proteomic profiling by mass spectrometry	m02859.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02859.raw	1	13	TMT128C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 6	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	3	organism part	run 13	proteomic profiling by mass spectrometry	m02859.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02859.raw	1	13	TMT129N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 7	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	1	organism part	run 13	proteomic profiling by mass spectrometry	m02859.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02859.raw	1	13	TMT129C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 8	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	2	organism part	run 13	proteomic profiling by mass spectrometry	m02859.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02859.raw	1	13	TMT130N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 9	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	3	organism part	run 13	proteomic profiling by mass spectrometry	m02859.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02859.raw	1	13	TMT130C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 10	Saccharomyces cerevisiae	empty	not available	not available	empty	not available	not applicable	empty	not available	1	organism part	run 13	proteomic profiling by mass spectrometry	m02859.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02859.raw	1	13	TMT131	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	empty
Sample 1	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	1	organism part	run 14	proteomic profiling by mass spectrometry	m02860.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02860.raw	1	14	TMT126	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 2	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	2	organism part	run 14	proteomic profiling by mass spectrometry	m02860.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02860.raw	1	14	TMT127N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 3	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	3	organism part	run 14	proteomic profiling by mass spectrometry	m02860.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02860.raw	1	14	TMT127C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 4	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	1	organism part	run 14	proteomic profiling by mass spectrometry	m02860.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02860.raw	1	14	TMT128N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 5	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	2	organism part	run 14	proteomic profiling by mass spectrometry	m02860.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02860.raw	1	14	TMT128C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 6	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	3	organism part	run 14	proteomic profiling by mass spectrometry	m02860.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02860.raw	1	14	TMT129N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 7	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	1	organism part	run 14	proteomic profiling by mass spectrometry	m02860.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02860.raw	1	14	TMT129C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 8	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	2	organism part	run 14	proteomic profiling by mass spectrometry	m02860.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02860.raw	1	14	TMT130N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 9	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	3	organism part	run 14	proteomic profiling by mass spectrometry	m02860.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02860.raw	1	14	TMT130C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 10	Saccharomyces cerevisiae	empty	not available	not available	empty	not available	not applicable	empty	not available	1	organism part	run 14	proteomic profiling by mass spectrometry	m02860.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02860.raw	1	14	TMT131	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	empty
Sample 1	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	1	organism part	run 15	proteomic profiling by mass spectrometry	m02861.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02861.raw	1	15	TMT126	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 2	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	2	organism part	run 15	proteomic profiling by mass spectrometry	m02861.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02861.raw	1	15	TMT127N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 3	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	3	organism part	run 15	proteomic profiling by mass spectrometry	m02861.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02861.raw	1	15	TMT127C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 4	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	1	organism part	run 15	proteomic profiling by mass spectrometry	m02861.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02861.raw	1	15	TMT128N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 5	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	2	organism part	run 15	proteomic profiling by mass spectrometry	m02861.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02861.raw	1	15	TMT128C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 6	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	3	organism part	run 15	proteomic profiling by mass spectrometry	m02861.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02861.raw	1	15	TMT129N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 7	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	1	organism part	run 15	proteomic profiling by mass spectrometry	m02861.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02861.raw	1	15	TMT129C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
