Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[sex]	Characteristics[disease]	Characteristics[biological replicate]	Material Type	assay name	technology type	comment[separation]	comment[gradient]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[organism part]	Factor Value[gradient]
Sample 33	Homo sapiens	liver	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 248	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr32.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr32.raw	1	32	TMT127C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	liver	IPG3.7-4.9
Sample 34	Homo sapiens	liver	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 248	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr32.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr32.raw	1	32	TMT128N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	liver	IPG3.7-4.9
Sample 35	Homo sapiens	kidney	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 248	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr32.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr32.raw	1	32	TMT128C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	kidney	IPG3.7-4.9
Sample 36	Homo sapiens	kidney	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 248	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr32.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr32.raw	1	32	TMT129N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	kidney	IPG3.7-4.9
Sample 37	Homo sapiens	testis	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 248	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr32.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr32.raw	1	32	TMT129C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	testis	IPG3.7-4.9
Sample 38	Homo sapiens	testis	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 248	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr32.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr32.raw	1	32	TMT130N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	testis	IPG3.7-4.9
Sample 39	Homo sapiens	testis	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 248	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr32.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr32.raw	1	32	TMT130C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	testis	IPG3.7-4.9
Sample 40	Homo sapiens	not applicable	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 248	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr32.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr32.raw	1	32	TMT131	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	not applicable	IPG3.7-4.9
Sample 31	Homo sapiens	tonsil	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 249	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr33.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr33.raw	1	33	TMT126	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	tonsil	IPG3.7-4.9
Sample 32	Homo sapiens	empty	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 249	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr33.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr33.raw	1	33	TMT127N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	empty	IPG3.7-4.9
Sample 33	Homo sapiens	liver	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 249	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr33.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr33.raw	1	33	TMT127C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	liver	IPG3.7-4.9
Sample 34	Homo sapiens	liver	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 249	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr33.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr33.raw	1	33	TMT128N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	liver	IPG3.7-4.9
Sample 35	Homo sapiens	kidney	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 249	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr33.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr33.raw	1	33	TMT128C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	kidney	IPG3.7-4.9
Sample 36	Homo sapiens	kidney	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 249	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr33.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr33.raw	1	33	TMT129N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	kidney	IPG3.7-4.9
Sample 37	Homo sapiens	testis	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 249	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr33.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr33.raw	1	33	TMT129C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	testis	IPG3.7-4.9
Sample 38	Homo sapiens	testis	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 249	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr33.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr33.raw	1	33	TMT130N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	testis	IPG3.7-4.9
Sample 39	Homo sapiens	testis	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 249	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr33.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr33.raw	1	33	TMT130C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	testis	IPG3.7-4.9
Sample 40	Homo sapiens	not applicable	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 249	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr33.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr33.raw	1	33	TMT131	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	not applicable	IPG3.7-4.9
Sample 31	Homo sapiens	tonsil	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 250	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr34.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr34.raw	1	34	TMT126	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	tonsil	IPG3.7-4.9
Sample 32	Homo sapiens	empty	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 250	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr34.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr34.raw	1	34	TMT127N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	empty	IPG3.7-4.9
Sample 33	Homo sapiens	liver	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 250	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr34.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr34.raw	1	34	TMT127C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	liver	IPG3.7-4.9
Sample 34	Homo sapiens	liver	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 250	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr34.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr34.raw	1	34	TMT128N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	liver	IPG3.7-4.9
Sample 35	Homo sapiens	kidney	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 250	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr34.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr34.raw	1	34	TMT128C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	kidney	IPG3.7-4.9
Sample 36	Homo sapiens	kidney	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 250	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr34.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr34.raw	1	34	TMT129N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	kidney	IPG3.7-4.9
Sample 37	Homo sapiens	testis	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 250	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr34.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr34.raw	1	34	TMT129C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	testis	IPG3.7-4.9
Sample 38	Homo sapiens	testis	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 250	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr34.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr34.raw	1	34	TMT130N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	testis	IPG3.7-4.9
Sample 39	Homo sapiens	testis	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 250	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr34.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr34.raw	1	34	TMT130C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	testis	IPG3.7-4.9
Sample 40	Homo sapiens	not applicable	not available	not  available	not applicable	not applicable	not available	normal	1	tissue	run 250	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	IPG3.7-4.9	HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr34.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD006291/HJ_UU-tissue_TMT10_set2_500ug_IEF_37-49_65min_fr34.raw	1	34	TMT131	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.03 Da	not applicable	IPG3.7-4.9
