Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[strain]	Characteristics[developmental stage]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[sex]	Characteristics[disease]	characteristics[mass]	characteristics[spiked compound]	Characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[mass]
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 93	proteomic profiling by mass spectrometry	20071002_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac_22_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20071002_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac_22_01.RAW	1	22	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 94	proteomic profiling by mass spectrometry	20071004_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac_23_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20071004_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac_23_01.RAW	1	23	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 95	proteomic profiling by mass spectrometry	20071004_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac_24_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20071004_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac_24_01.RAW	1	24	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 96	proteomic profiling by mass spectrometry	20070919_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac01_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070919_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac01_02.RAW	2	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 97	proteomic profiling by mass spectrometry	20070919_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac02_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070919_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac02_02.RAW	2	2	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 98	proteomic profiling by mass spectrometry	20070919_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac03_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070919_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac03_02.RAW	2	3	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 99	proteomic profiling by mass spectrometry	20070921_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac04_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070921_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac04_02.RAW	2	4	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 100	proteomic profiling by mass spectrometry	20070921_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac05_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070921_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac05_02.RAW	2	5	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 101	proteomic profiling by mass spectrometry	20070923_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac06_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070923_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac06_02.RAW	2	6	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 102	proteomic profiling by mass spectrometry	20070923_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac07_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070923_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac07_02.RAW	2	7	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 103	proteomic profiling by mass spectrometry	20070923_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac08_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070923_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac08_02.RAW	2	8	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 104	proteomic profiling by mass spectrometry	20070925_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac09_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070925_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac09_02.RAW	2	9	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 105	proteomic profiling by mass spectrometry	20070925_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac10_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070925_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac10_02.RAW	2	10	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 106	proteomic profiling by mass spectrometry	20070925_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac11_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070925_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac11_02.RAW	2	11	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 107	proteomic profiling by mass spectrometry	20070904_CL_Orbi4_Offgel_XIC_Hela60_Ecoli30_green_Frac12_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070904_CL_Orbi4_Offgel_XIC_Hela60_Ecoli30_green_Frac12_2.RAW	2	12	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 108	proteomic profiling by mass spectrometry	20070904_CL_Orbi4_Offgel_XIC_Hela60_Ecoli30_green_Frac13_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070904_CL_Orbi4_Offgel_XIC_Hela60_Ecoli30_green_Frac13_2.RAW	2	13	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 109	proteomic profiling by mass spectrometry	20070927_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac14_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070927_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac14_02.RAW	2	14	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 110	proteomic profiling by mass spectrometry	20070927_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac15_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070927_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac15_02.RAW	2	15	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 111	proteomic profiling by mass spectrometry	20070927_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac16_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070927_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac16_02.RAW	2	16	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 112	proteomic profiling by mass spectrometry	20070930_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac_17_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070930_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac_17_02.RAW	2	17	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 113	proteomic profiling by mass spectrometry	20070930_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac_18_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070930_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac_18_02.RAW	2	18	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 114	proteomic profiling by mass spectrometry	20070930_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac_19_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070930_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac_19_02.RAW	2	19	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 115	proteomic profiling by mass spectrometry	20071002_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac_20_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20071002_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac_20_02.RAW	2	20	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 116	proteomic profiling by mass spectrometry	20071002_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac_21_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20071002_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac_21_02.RAW	2	21	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 117	proteomic profiling by mass spectrometry	20071002_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac_22_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20071002_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac_22_02.RAW	2	22	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 118	proteomic profiling by mass spectrometry	20071004_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac_23_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20071004_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac_23_02.RAW	2	23	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 119	proteomic profiling by mass spectrometry	20071004_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac_24_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20071004_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_green_Frac_24_02.RAW	2	24	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 120	proteomic profiling by mass spectrometry	20070919_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac01_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070919_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac01_03.RAW	3	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 121	proteomic profiling by mass spectrometry	20070919_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac02_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070919_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac02_03.RAW	3	2	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 122	proteomic profiling by mass spectrometry	20070919_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac03_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070919_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac03_03.RAW	3	3	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 123	proteomic profiling by mass spectrometry	20070921_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac04_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070921_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac04_03.RAW	3	4	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
