source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[ancestry category]	characteristics[sex]	characteristics[age]	characteristics[cell type]	characteristics[cell line]	material type	assay name	technology type	comment[data file]	comment[fraction identifier]	comment[instrument]	comment [cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[file uri]	factor value[organism part]
PXD010271-Sample-243	Homo sapiens	cerebrospinal fluid	cerebrospinal fluid	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 243	proteomic profiling by mass spectrometry	Schutzer_NM_6028_27Jan10_Owl_09-08-18.raw	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/Schutzer_NM_6028_27Jan10_Owl_09-08-18.raw	cerebrospinal fluid
PXD010271-Sample-244	Homo sapiens	cerebrospinal fluid	cerebrospinal fluid	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 244	proteomic profiling by mass spectrometry	Schutzer_NM_6071_18Jan10_Owl_09-08-18.raw	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/Schutzer_NM_6071_18Jan10_Owl_09-08-18.raw	cerebrospinal fluid
PXD010271-Sample-245	Homo sapiens	cerebrospinal fluid	cerebrospinal fluid	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 245	proteomic profiling by mass spectrometry	Schutzer_NM_6072_10Feb10_Owl_09-08-18.raw	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/Schutzer_NM_6072_10Feb10_Owl_09-08-18.raw	cerebrospinal fluid
PXD010271-Sample-246	Homo sapiens	cerebrospinal fluid	cerebrospinal fluid	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 246	proteomic profiling by mass spectrometry	Schutzer_NM_7864_10Feb10_Owl_09-08-18.raw	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/Schutzer_NM_7864_10Feb10_Owl_09-08-18.raw	cerebrospinal fluid
PXD010271-Sample-247	Homo sapiens	cerebrospinal fluid	cerebrospinal fluid	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 247	proteomic profiling by mass spectrometry	Schutzer_NM_7865_10Feb10_Owl_09-08-18.raw	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/Schutzer_NM_7865_10Feb10_Owl_09-08-18.raw	cerebrospinal fluid
PXD010271-Sample-248	Homo sapiens	cerebrospinal fluid	cerebrospinal fluid	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 248	proteomic profiling by mass spectrometry	Schutzer_NM_7866_18Jan10_Owl_09-08-18.raw	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/Schutzer_NM_7866_18Jan10_Owl_09-08-18.raw	cerebrospinal fluid
PXD010271-Sample-249	Homo sapiens	cerebrospinal fluid	cerebrospinal fluid	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 249	proteomic profiling by mass spectrometry	Schutzer_NM_7868_29Jan10_Owl_09-08-18.raw	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/Schutzer_NM_7868_29Jan10_Owl_09-08-18.raw	cerebrospinal fluid
PXD010271-Sample-250	Homo sapiens	cerebrospinal fluid	cerebrospinal fluid	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 250	proteomic profiling by mass spectrometry	Schutzer_NM_7870_10Feb10_Owl_09-08-18.raw	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/Schutzer_NM_7870_10Feb10_Owl_09-08-18.raw	cerebrospinal fluid
PXD010271-Sample-251	Homo sapiens	cerebrospinal fluid	cerebrospinal fluid	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 251	proteomic profiling by mass spectrometry	Trypsin_Digestion_Step5_Sample1_4Mar13_Lynx_13-02-11.raw	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/Trypsin_Digestion_Step5_Sample1_4Mar13_Lynx_13-02-11.raw	cerebrospinal fluid
PXD010271-Sample-252	Homo sapiens	cerebrospinal fluid	cerebrospinal fluid	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 252	proteomic profiling by mass spectrometry	Trypsin_Digestion_Step5_Sample2_4Mar13_Lynx_13-02-11.raw	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/Trypsin_Digestion_Step5_Sample2_4Mar13_Lynx_13-02-11.raw	cerebrospinal fluid
