source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[sex]	characteristics[cell type]	characteristics[phenotype]	characteristics[developmental stage]	characteristics[ancestry category]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	Material Type	assay name	Technology Type	comment[label]	comment[file uri]	comment[instrument]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD006675-Sample-SingleShot-109	Homo sapiens	heart	not available	male	not available	TV	adult	not available	trauma victims	not available	1	tissue	run 417	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_TV4-frac4.raw	NT=Q Exactive HF;AC=MS:1002523	1	4	20160802_QEp2_SoDo_SA_LC12-13_TV4-frac4.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-110	Homo sapiens	heart	not available	male	not available	TV	adult	not available	trauma victims	not available	1	tissue	run 423	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_TV4.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_TV4.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-111	Homo sapiens	heart	not available	male	not available	TV	adult	not available	trauma victims	not available	1	tissue	run 432	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_TV8.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_TV8.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-112	Homo sapiens	heart	not available	male	not available	IVC	adult	not available	trauma victims	not available	1	tissue	run 441	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_Vcavainf3.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_Vcavainf3.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-113	Homo sapiens	heart	not available	male	not available	IVC	adult	not available	trauma victims	not available	1	tissue	run 450	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_Vcavainf4.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_Vcavainf4.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-114	Homo sapiens	heart	not available	male	not available	IVC	adult	not available	trauma victims	not available	1	tissue	run 459	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_Vcavainf8.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_Vcavainf8.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-115	Homo sapiens	heart	not available	male	not available	RV	adult	not available	trauma victims	not available	1	tissue	run 468	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160804_QEp2_SoDo_SA_LC12-13_RV8-boxCar1.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160804_QEp2_SoDo_SA_LC12-13_RV8-boxCar1.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-116	Homo sapiens	heart	not available	male	not available	RV	adult	not available	trauma victims	not available	1	tissue	run 469	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160804_QEp2_SoDo_SA_LC12-13_RV8-boxCar2.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160804_QEp2_SoDo_SA_LC12-13_RV8-boxCar2.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-117	Homo sapiens	heart	not available	male	not available	RV	adult	not available	trauma victims	not available	1	tissue	run 472	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160804_QEp2_SoDo_SA_LC12-13_RV8new1ug.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160804_QEp2_SoDo_SA_LC12-13_RV8new1ug.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-118	Homo sapiens	heart	not available	female	not available	RV	adult	not available	trauma victims	A3690	1	tissue	run 544	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20161111_QEp1_SoDo_SA_A3689_161111143554.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20161111_QEp1_SoDo_SA_A3689_161111143554.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-119	Homo sapiens	heart	not available	female	not available	RV	adult	not available	trauma victims	A3691	1	tissue	run 545	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20161111_QEp1_SoDo_SA_A3689_161111164237.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20161111_QEp1_SoDo_SA_A3689_161111164237.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-120	Homo sapiens	heart	not available	female	not available	RV	adult	not available	trauma victims	A3689	1	tissue	run 543	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20161111_QEp1_SoDo_SA_A3689.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20161111_QEp1_SoDo_SA_A3689.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-121	Homo sapiens	heart	not available	male	not available	RV	adult	not available	trauma victims	A2720	1	tissue	run 547	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20161111_QEp1_SoDo_SA_LCproto_A2719_161111205623.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20161111_QEp1_SoDo_SA_LCproto_A2719_161111205623.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-122	Homo sapiens	heart	not available	male	not available	RV	adult	not available	trauma victims	A2721	1	tissue	run 548	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20161111_QEp1_SoDo_SA_LCproto_A2719_161111230316.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20161111_QEp1_SoDo_SA_LCproto_A2719_161111230316.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-123	Homo sapiens	heart	not available	male	not available	RV	adult	not available	trauma victims	A2719	1	tissue	run 546	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20161111_QEp1_SoDo_SA_LCproto_A2719.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20161111_QEp1_SoDo_SA_LCproto_A2719.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-124	Homo sapiens	heart	not available	female	not available	RV	adult	not available	trauma victims	A2726	1	tissue	run 550	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20161111_QEp1_SoDo_SA_LCproto_A2725_161112031716.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20161111_QEp1_SoDo_SA_LCproto_A2725_161112031716.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-125	Homo sapiens	heart	not available	female	not available	RV	adult	not available	trauma victims	A2727	1	tissue	run 551	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20161111_QEp1_SoDo_SA_LCproto_A2725_161112052429.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20161111_QEp1_SoDo_SA_LCproto_A2725_161112052429.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-126	Homo sapiens	heart	not available	female	not available	RV	adult	not available	trauma victims	A2725	1	tissue	run 549	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20161111_QEp1_SoDo_SA_LCproto_A2725.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20161111_QEp1_SoDo_SA_LCproto_A2725.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-127	Homo sapiens	heart	not available	male	not available	LA	adult	not available	trauma victims	not available	1	tissue	run 552	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20161118_QEp1_SoDo_SA_LCproto_LA3BoxCar1.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20161118_QEp1_SoDo_SA_LCproto_LA3BoxCar1.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-128	Homo sapiens	heart	not available	male	not available	LA	adult	not available	trauma victims	not available	1	tissue	run 553	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20161118_QEp1_SoDo_SA_LCproto_LA3BoxCar2.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20161118_QEp1_SoDo_SA_LCproto_LA3BoxCar2.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-129	Homo sapiens	heart	not available	male	not available	LA	adult	not available	trauma victims	not available	1	tissue	run 554	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20161118_QEp1_SoDo_SA_LCproto_LA3BoxCar3.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20161118_QEp1_SoDo_SA_LCproto_LA3BoxCar3.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-130	Homo sapiens	heart	not available	male	not available	LA	adult	not available	trauma victims	not available	1	tissue	run 555	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20161118_QEp1_SoDo_SA_LCproto_LA4BoxCar1.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20161118_QEp1_SoDo_SA_LCproto_LA4BoxCar1.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-131	Homo sapiens	heart	not available	male	not available	LA	adult	not available	trauma victims	not available	1	tissue	run 556	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20161118_QEp1_SoDo_SA_LCproto_LA4BoxCar2.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20161118_QEp1_SoDo_SA_LCproto_LA4BoxCar2.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-132	Homo sapiens	heart	not available	male	not available	LA	adult	not available	trauma victims	not available	1	tissue	run 557	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20161118_QEp1_SoDo_SA_LCproto_LA4BoxCar3.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20161118_QEp1_SoDo_SA_LCproto_LA4BoxCar3.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-133	Homo sapiens	heart	not available	male	not available	LA	adult	not available	trauma victims	not available	1	tissue	run 560	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20161118_QEp1_SoDo_SA_LCproto_LA8bisBoxCar1.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20161118_QEp1_SoDo_SA_LCproto_LA8bisBoxCar1.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-134	Homo sapiens	heart	not available	male	not available	LA	adult	not available	trauma victims	not available	1	tissue	run 558	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20161118_QEp1_SoDo_SA_LCproto_LA8BoxCar1.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20161118_QEp1_SoDo_SA_LCproto_LA8BoxCar1.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-135	Homo sapiens	heart	not available	male	not available	LA	adult	not available	trauma victims	not available	1	tissue	run 559	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20161118_QEp1_SoDo_SA_LCproto_LA8BoxCar3.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20161118_QEp1_SoDo_SA_LCproto_LA8BoxCar3.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-136	Homo sapiens	heart	not available	male	not available	LA	adult	not available	trauma victims	not available	1	tissue	run 561	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20161118_QEp1_SoDo_SA_LCproto_LA8combiBoxCar1.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20161118_QEp1_SoDo_SA_LCproto_LA8combiBoxCar1.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-137	Homo sapiens	heart	not available	male	AF	not available	adult	not available	atrial fibrillation	A3602	1	tissue	run 562	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20170118_QEp1_IgPa_SA_AF_Easy12_14_DMSO_A3602-1.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20170118_QEp1_IgPa_SA_AF_Easy12_14_DMSO_A3602-1.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-138	Homo sapiens	heart	not available	male	AF	not available	adult	not available	atrial fibrillation	A3702	1	tissue	run 563	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20170118_QEp1_IgPa_SA_AF_Easy12_14_DMSO_A3762mix-2.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20170118_QEp1_IgPa_SA_AF_Easy12_14_DMSO_A3762mix-2.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-139	Homo sapiens	heart	not available	male	AF	not available	adult	not available	atrial fibrillation	A21	1	tissue	run 564	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20170118_QEp1_SoDo_SA_AF_Easy12_14_DMSO_A21-1.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20170118_QEp1_SoDo_SA_AF_Easy12_14_DMSO_A21-1.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-140	Homo sapiens	heart	not available	male	AF	not available	adult	not available	atrial fibrillation	A2684	1	tissue	run 565	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20170118_QEp1_SoDo_SA_AF_Easy12_14_DMSO_A2684-1.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20170118_QEp1_SoDo_SA_AF_Easy12_14_DMSO_A2684-1.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-141	Homo sapiens	heart	not available	male	AF	not available	adult	not available	atrial fibrillation	A2771	1	tissue	run 566	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20170118_QEp1_SoDo_SA_AF_Easy12_14_DMSO_A2771-1.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20170118_QEp1_SoDo_SA_AF_Easy12_14_DMSO_A2771-1.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-142	Homo sapiens	heart	not available	male	AF	not available	adult	not available	atrial fibrillation	A3602	1	tissue	run 567	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20170118_QEp1_SoDo_SA_AF_Easy12_14_DMSO_A3602-1.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20170118_QEp1_SoDo_SA_AF_Easy12_14_DMSO_A3602-1.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-143	Homo sapiens	heart	not available	male	AF	not available	adult	not available	atrial fibrillation	A3762	1	tissue	run 568	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20170118_QEp1_SoDo_SA_AF_Easy12_14_DMSO_A3762ok-1.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20170118_QEp1_SoDo_SA_AF_Easy12_14_DMSO_A3762ok-1.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-144	Homo sapiens	heart	not available	male	AF	not available	adult	not available	atrial fibrillation	A3780	1	tissue	run 569	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20170118_QEp1_SoDo_SA_AF_Easy12_14_DMSO_A3780-1.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20170118_QEp1_SoDo_SA_AF_Easy12_14_DMSO_A3780-1.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
