source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[biological replicate]	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[fractionation method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[collision energy]
PXD003539-Sample-55	Homo sapiens	not available	not available	not available	LE_SR	1	run 109	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130620_006_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130620_006_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-55	Homo sapiens	not available	not available	not available	LE_SR	1	run 110	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130702_006_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130702_006_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-56	Homo sapiens	not available	not available	not available	LC_HOP92	1	run 111	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130621_002_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130621_002_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-56	Homo sapiens	not available	not available	not available	LC_HOP92	1	run 112	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130703_002_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130703_002_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-57	Homo sapiens	not available	not available	not available	ME_LOXIMVI	1	run 113	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130621_003_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130621_003_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-57	Homo sapiens	not available	not available	not available	ME_LOXIMVI	1	run 114	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130703_003b_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130703_003b_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-58	Homo sapiens	not available	not available	not available	PR_PC3	1	run 115	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130621_004_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130621_004_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-58	Homo sapiens	not available	not available	not available	PR_PC3	1	run 116	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130703_004_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130703_004_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-59	Homo sapiens	not available	not available	not available	RE_SN12C	1	run 117	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130621_005_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130621_005_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-59	Homo sapiens	not available	not available	not available	RE_SN12C	1	run 118	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130703_005_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130703_005_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-60	Homo sapiens	not available	not available	not available	CNS_SNB75	1	run 119	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130719_002_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130719_002_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-60	Homo sapiens	not available	not available	not available	CNS_SNB75	1	run 120	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130719_003_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130719_003_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
