source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[developmental stage]	characteristics[depletion]	assay name	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[MS2 mass analyzer]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD005445-Sample-7	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3640	QEp15-3640.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3640.raw	3	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-7	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3641	QEp15-3641.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3641.raw	4	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-7	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3642	QEp15-3642.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3642.raw	5	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-7	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3643	QEp15-3643.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3643.raw	6	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-7	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3644	QEp15-3644.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3644.raw	7	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-7	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3645	QEp15-3645.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3645.raw	8	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-7	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3646	QEp15-3646.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3646.raw	9	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-7	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3647	QEp15-3647.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3647.raw	10	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-7	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3648	QEp15-3648.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3648.raw	11	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-7	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3649	QEp15-3649.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3649.raw	12	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-7	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3650	QEp15-3650.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3650.raw	13	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-7	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3651	QEp15-3651.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3651.raw	14	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-7	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3652	QEp15-3652.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3652.raw	15	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
